2306	To whom should I report fraud on both of my credit cards?
2330	How can I determine if a debt consolidation offer is real or a scam?
2398	Frustrated Landlord
2416	Why should a company go public?
2443	What are some way to transfer money from Hong Kong to India on a monthly basis?
2445	How do I notify the IRS of a new member to an LLC?
2486	Is working on a W2 basis, with benefits paid to me, a good idea?
2516	Which banks have cash-deposit machines in Germany?
2648	How does unemployment insurance work?
2695	Buy a parking spot and rent it out, or invest savings in an interest-bearing account?
2724	How do you determine the dividend payout date for Mutual Funds?
2737	What to do with an old building to get money
2749	Is it possible to create a self-managed superannuation fund to act as a mortage offset? (Australia)
2801	If I deposit money as cash does it count as direct deposit?
2856	How can I cash out a check internationally?
2891	May I claim money earned but not received in 2012
2903	How should I file my taxes as a contractor?
3006	Strategies for putting away money for a child's future (college, etc.)?
3014	What investments are positively related to the housing market decline?
3033	Tax consequences of changing state residency?
3186	United States Treasury Not Endorsing Checks
3254	Why do people buy US dollars on the black market?
3369	Why should one only contribute up to the employer's match in a 401(k)?
3480	Why is OkPay not allowed in the United States?
3528	In the US, does getting a loan with a cosigner, help your credit rating?
3566	Where can I buy stocks if I only want to invest a little bit at a time, and not really be involved in trading?
3569	Funds in closed bank account have gone to the government
3612	How can I buy and sell the same stock on the same day?
3683	Can I trust the Motley Fool?
3694	Has anyone created a documentary about folks who fail to save enough for retirement?
3735	Shorting Stocks And Margin Account Minimum
3771	Best way to buy Japanese yen for travel?
3791	"When people say 'Interest rates are at all time low!"" … Which interest rate are they actually referring to?"
3875	Does freedom to provide services allow me contracting in Germany without paying taxes there (but in my home EU country)?
3888	Why I can't view my debit card pre-authorized amounts?
4011	How can I deal with a spouse who compulsively spends?
4047	Does doing your “research”/“homework” on stocks make any sense?
4142	Relation between inflation rates and interest rates
4188	Why is the stock market rising after Trump's attack on the TPP?
4233	Are personal finance / money management classes taught in high school, anywhere?
4286	Given advice “buy term insurance and invest the rest”, how should one “invest the rest”?
4306	How do currency markets work? What factors are behind why currencies go up or down?
4335	What is the US Fair Tax?
4339	What could happen to Detroit Municipal bonds because of Detroit's filing for bankruptcy?
4499	Is investing exlusively in a small-cap index fund a wise investment?
4514	What intrinsic, non-monetary value does gold have as a commodity?
4600	Why government bonds fluctuate so much, even though interest rates don't change that often?
4615	Are solar cell panels and wind mills worth the money?
4678	Finance, Cash or Lease?
4681	How to fix Finance::Quote to pull quotes in GnuCash
4714	Personal finance app where I can mark transactions as “reviewed”?
4813	Dealer Financing Fell Through on vehicle purchase: Scam?
4827	Are all financial advisors compensated in the same way?
4844	How to read bond yield quotes? What do the time, coupon, price, yield, and time mean?
4845	What is the difference between fund and portfolio?
4865	Why are historical prices of stocks different on different websites? Which one should I believe?
4920	Does financing a portfolio on margin affect the variance of a portfolio?
4942	find stock composition of a publicly traded fund
4955	How to calculate the value of a bond that is priced to yield X%
5045	Why are we taxed on revenue and companies on profit?
5064	How much should a graduate student attempt to save?
5067	LLC: Where should the funds for initial startup costs come from?
5083	Co-signer deceased
5085	What is vested stock and yearly dividends?
5086	Mortgage loan implications when tearing down existing house and building new one?
5125	Regarding Australian CBS takeover of TEN
5155	For insurance, why should you refuse $4,000/year for only 10 years and prefer $500/year indefinitely?
5172	does interest payment on loan stay the same if I pay early
5241	Mortgage vs. Cash for U.S. home buy now
5331	Exercises of employee share options
5380	Can somebody explain “leveraged debt investment positions” and “exposures” in this context for me, please?
5460	Paying off a loan with a loan to get a better interest rate
5503	Tax considerations for selling a property below appraised value to family?
5505	Can I deduct interest and fees on a loan for qualified medical expenses?
5592	Are “hard money loans” meant only for real estate?
5646	Do I need multiple credit monitoring services?
5808	How do you calculate return on investment for a share of stock?
6110	Why does short selling require borrowing?
6121	What are my best options if I don't have a lot of credit lines for housing loans?
6122	Better to rent condo to daughter or put her on title?
6131	Is it ever a good idea to close credit cards?
6133	What happens to all of the options when they expire?
6146	Lost credit card replaced with new card and new numbers. Credit score affected?
6199	How can all these countries owe so much money?  Why & where did they borrow it from?
6219	Are there Investable Real Estate Indices which track Geographical Locations?
6262	Help required on estimating SSA benefit amounts
6420	Does the bid/ask concept exist in dealer markets?
6468	Why deep in the money options have very low liquidity
6611	How does Vanguard determine the optimal asset allocation for their Target Retirement Funds?
6612	If I have a lot of debt and the housing market is rising, should I rent and slowly pay off my debt or buy and roll the debt into a mortgage?
6625	What does a high theta mean for an option position?
6647	What is meant by “priced in”?
6683	Who are the sellers for the new public stocks?
6713	Will my father still be eligible for SNAP if I claim him as my dependent?
6715	What does it mean if “IPOs - normally are sold with an `underwriting discount` (a built in commission)”
6832	incorrect printed information on check stock
6890	Where does the money go when I buy stocks?
6959	What is the term for the quantity (high price minus low price) for a stock?
7017	Basic Algorithmic Trading Strategy
7105	What is the difference between fixed-income duration and equity duration?
7145	Are there “buy and hold” passively managed funds?
7205	Is it possible to see option prices from the past?
7345	What do these numbers mean? (futures)
7377	What type of returns Vanguard is quoting?
7467	Stocks are traded on secondary markets?
7484	Why sometimes payable date is BEFORE the ex-dividend date?
7534	Can you explain why it's better to invest now rather than waiting for the market to dip?
7590	Why are US target retirement funds weighted so heavily towards US stocks?
7823	Retirement Funds: Betterment vs Vanguard Life strategy vs Target Retirement
7876	Why do stocks split?
7879	Any Tips on How to Get the Highest Returns Within 4 Months by Investing in Stocks?
7880	Are there index tracking funds that avoid the “buy high - sell low” problem?
7992	What type of pension should I get?
8005	Difference between Vanguard sp500 UCITS and Vanguard sp500
8102	When do I sell a stock that I hold as a long-term position?
8230	Why would this kind of penny stock increase so much in value?
8378	Should I wait a few days to sell ESPP Stock?
8456	What typically happens to unvested stock during an acquisition?
8532	What do these options trading terms mean?
8544	Strategies to recover from a bad short-term call options purchase where the underlying dropped instead?
8632	Is it best to exercise options shares when they vest, or wait
8702	Why is early exercise generally not recommended for an in-the-money option?
8789	What does “profits to the shareholders jumped to 15 cents a share” mean?
8795	Stock exchanges using open outcry
8832	Is it possible to buy commodity ETFs (e.g. silver) through Questrade?
8874	When can you adjust for (and re-allow) a disallowed year-end (December) wash-sale loss?
9060	Buying puts without owning underlying
9291	Are there any consequences for investing in Vanguard's Admiral Shares funds instead of ETF's in a Roth IRA?
9332	What can I do with a physical stock certificate for a now-mutual company?
9381	Trade? Buy and hold? Or both?
9598	How do index funds actually work?
9617	What differentiates index funds and ETFs?
9701	How to bet against the London housing market?
9735	What are “equity assets”?
9925	What does Chapter 11 Bankruptcy mean to an investor holding shares of a Chapter 11 Company?
9929	Investing in commodities, pros and cons?
10109	Why does Charles Schwab have a Mandatory Settlement Period after selling stocks?
10137	F-1 student investing in foreign markets
10183	How are various types of income taxed differently in the USA?
10497	Why would you elect to apply a refund to next year's tax bill?
10526	What extra information might be obtained from the next highest bids in an order book?
10596	Does a market maker sell (buy) at a bid or ask price?
10932	Transferring money from 403B to 401K?
10975	How to contribute to Roth IRA when income is at the maximum limit & you have employer-sponsored 401k plans?
10994	Net loss not distributed by mutual funds to their shareholders?
11054	Short Term Capital Gains tax vs. IRA Withdrawal Tax w/o Quarterly Est. Taxes
11088	Am I required to have a lawyer create / oversee creation of my will?
